Sharing_ID,Source_ID,Category,ChatGPT_Title,ChatGPT_Model,NumberOfPrompts,end_prompt_emotion,end_answer_emotion
SHARE_5674,Files_4286,Files,RDF Conversion Assistance,Default,23.0,frustration,caution
SHARE_5678,Files_4290,Files,Distance: 2.828 units,Default,2.0,frustration,satisfaction
SHARE_5680,Files_4292,Files,Curved Fat Lines SVG Generator,Default,9.0,satisfaction,satisfaction
SHARE_5681,Files_4293,Files,Parse Input to JSON,Default,3.0,neutral,satisfaction
SHARE_5682,Files_4294,Files,Boing Ball Animation,Default,62.0,frustration,satisfaction
SHARE_5683,Files_4295,Files,Prompt engineering w/ GPT-4 and later GPT-3.5,Default,34.0,caution,caution
SHARE_5684,Files_4295,Files,Prompt engineering w/ GPT-4 and Plugins,Default,3.0,frustration,satisfaction
SHARE_5685,Files_4295,Files,Prompt engineering w/ GPT-3.5,Default,20.0,frustration,caution
SHARE_5686,Files_4296,Files,The Design of Everyday Things,Default,3.0,satisfaction,satisfaction
SHARE_5687,Files_4296,Files,Design Challenge Assistance,Default,10.0,satisfaction,satisfaction
SHARE_5688,Files_4296,Files,English teacher,Default,16.0,satisfaction,satisfaction
SHARE_5689,Files_4296,Files,Climb App Validation Questions,Default,4.0,satisfaction,satisfaction
SHARE_5691,Files_4297,Files,Accelerate Config: Create YAML,Default,3.0,neutral,satisfaction
SHARE_5693,Files_4299,Files,sit320 module two,Default,72.0,neutral,satisfaction
SHARE_5695,Files_4301,Files,Arabic to Roman Converter.,Default,16.0,frustration,satisfaction
SHARE_5696,Files_4302,Files,Debugging 'auth-token' Cookie.,Default,42.0,frustration,caution
SHARE_5697,Files_4302,Files,React Hooks and States.,Default,72.0,frustration,satisfaction
SHARE_5698,Files_4303,Files,高考数学认知活动,Default,1.0,frustration,neutral
SHARE_5704,Files_4309,Files,RSpec for Slack Bot,Default,35.0,frustration,satisfaction
SHARE_5707,Files_4311,Files,HIV Mesa 1 Grupo-2,Default,13.0,satisfaction,neutral
SHARE_5708,Files_4311,Files,oncologia mesa 3 g1,Default,13.0,frustration,neutral
SHARE_5709,Files_4311,Files,Esclerose Múltipla Mesa 5 - G6,Default,8.0,neutral,neutral
SHARE_5710,Files_4311,Files,HIV Mesa 1 G-1,Default,10.0,frustration,neutral
SHARE_5711,Files_4311,Files,Esclerose Múltipla Mesa 5 - G4,Default,8.0,neutral,neutral
SHARE_5712,Files_4311,Files,Esclerose Múltipla Mesa 5 - G5,Default,6.0,neutral,neutral
SHARE_5717,Files_4316,Files,Настройка файла `.vimrc`.,Default,9.0,neutral,satisfaction
SHARE_5718,Files_4317,Files,define-abbrev-table,Default,12.0,frustration,satisfaction
SHARE_5721,Files_4320,Files,Adivinhe o livro - Tolkien,Default,18.0,neutral,frustration
SHARE_5722,Files_4321,Files,TODOアプリの勉強,Default,2.0,neutral,frustration
SHARE_5723,Files_4321,Files,電子工作のアイデア,Default,1.0,frustration,frustration
SHARE_5724,Files_4322,Files,IExp Shaping Consciousness,Default,2.0,satisfaction,satisfaction
SHARE_5733,Files_4330,Files,Discord Bot: 2-Hour Reminder,Default,1.0,frustration,satisfaction
SHARE_5734,Files_4331,Files,Create User and Sign In,Default,6.0,frustration,satisfaction
SHARE_5735,Files_4332,Files,LLM for Hardware Accelerator.,Default,8.0,caution,neutral
SHARE_5736,Files_4333,Files,Reproducibility of Cognitive Psychology,Default,8.0,satisfaction,satisfaction
SHARE_5737,Files_4334,Files,Two-Pointer Pattern in DSA,Default,4.0,frustration,satisfaction
SHARE_5738,Files_4335,Files,Fast Snowflake Querying.,Default,3.0,frustration,satisfaction
SHARE_5740,Files_4337,Files,EDI 214 Shipment Status,Default,1.0,neutral,satisfaction
SHARE_5741,Files_4338,Files,Sample pattern-based prompt,Default,1.0,caution,satisfaction
SHARE_5764,Files_4360,Files,Golang 解析 URL,Default,11.0,neutral,frustration
SHARE_5766,Files_4362,Files,EDI 945 Explanation.,Default,1.0,neutral,satisfaction
SHARE_5767,Files_4363,Files,Max Length Efficiency,Default,4.0,caution,caution
SHARE_5770,Files_4366,Files,Shoot Projectiles with Pooling,Default,10.0,neutral,satisfaction
SHARE_5772,Files_4368,Files,Clone GitHub to External,Default,1.0,neutral,satisfaction
SHARE_5776,Files_4372,Files,ブログのタイトル,Default,29.0,frustration,frustration
SHARE_5778,Files_4374,Files,Rust Party Invites Manager,Default,36.0,frustration,frustration
SHARE_5779,Files_4375,Files,Imaginary Mind's Deep Insight,Default,3.0,frustration,satisfaction
SHARE_5780,Files_4376,Files,get5bitCorner() Helper,Default,2.0,frustration,satisfaction
SHARE_5781,Files_4377,Files,Game IT Upgrade Solution,Default,9.0,frustration,satisfaction
SHARE_5782,Files_4377,Files,AD Configurations for Org Chart,Default,4.0,satisfaction,neutral
SHARE_5783,Files_4377,Files,Video Game Org Chart.,Default,3.0,neutral,satisfaction
SHARE_5785,Files_4378,Files,DATEV STS Fehler #RZK77208,Default,1.0,neutral,neutral
SHARE_5786,Files_4379,Files,TS Type for JS Function,Default,24.0,frustration,caution
SHARE_5788,Files_4381,Files,New chat,Default,11.0,neutral,satisfaction
SHARE_5789,Files_4382,Files,"T-Swift's ""You Belong"" T-Shirt",Default,1.0,satisfaction,satisfaction
SHARE_5795,Files_4387,Files,Building Webcam Recording App,Default,5.0,frustration,satisfaction
SHARE_5803,Files_4392,Files,GRL for Social Housing,Default,16.0,frustration,satisfaction
SHARE_5810,Files_4399,Files,Movie Names & GitHub IDs,Default,4.0,satisfaction,caution
SHARE_5811,Files_4400,Files,Python3 エンジニア基礎認定試験プログラム,Default,7.0,frustration,frustration
SHARE_5812,Files_4401,Files,Typing Analysis Website,Default,13.0,satisfaction,satisfaction
SHARE_5815,Files_4403,Files,Forest Spirit game concept.,Default,97.0,frustration,satisfaction
SHARE_5823,Files_4408,Files,Read Local CSV File,Default,1.0,neutral,satisfaction
SHARE_5824,Files_4409,Files,解二元一次方程组,Default,3.0,frustration,neutral
SHARE_5825,Files_4410,Files,statistics for beginners,Default,9.0,frustration,frustration
SHARE_5826,Files_4410,Files,EDA Analysis of CSV,Default,17.0,frustration,frustration
SHARE_5827,Files_4411,Files,code generation network scanner,Default,18.0,neutral,neutral
SHARE_5831,Files_4412,Files,Change Primary Monitor - OSes,Default,1.0,frustration,satisfaction
SHARE_5833,Files_4413,Files,Go Auto-Complete Application,Default,2.0,satisfaction,satisfaction
SHARE_5834,Files_4414,Files,Flowley SWOT-analyse,Default,3.0,satisfaction,satisfaction
SHARE_5836,Files_4415,Files,Data Visualization Assistance,Default,1.0,caution,satisfaction
SHARE_5838,Files_4417,Files,AI Book Generator,Default,16.0,caution,satisfaction
SHARE_5839,Files_4418,Files,Pandas Diagramme erstellen,Default,13.0,neutral,neutral
SHARE_5841,Files_4420,Files,Blender Multi-Camera Renderer.,Default,11.0,frustration,caution
SHARE_5846,Files_4425,Files,Bias Multiplier Function,Default,5.0,neutral,satisfaction
SHARE_5847,Files_4426,Files,New chat,Default,1.0,frustration,satisfaction
SHARE_5848,Files_4427,Files,Cesium 2x4 Board Interaction,Default,31.0,neutral,caution
SHARE_5850,Files_4429,Files,Reinstall Pods in React-Native.,Default,2.0,frustration,caution
SHARE_5856,Files_4435,Files,Deep Unconscious Mind Interactions,Default,10.0,satisfaction,caution
SHARE_5857,Files_4436,Files,How IDs Drive Consciousness,Default,2.0,satisfaction,satisfaction
SHARE_5858,Files_4437,Files,Unleashing Potential,Default,11.0,frustration,satisfaction
SHARE_5861,Files_4440,Files,Pandora basic demo,Default,2.0,frustration,satisfaction
SHARE_5862,Files_4440,Files,Pandora: Installing ffmpeg to resize a video,Default,2.0,frustration,satisfaction
SHARE_5865,Files_4443,Files,EDI 856: Advance Ship Notice,Default,1.0,neutral,satisfaction
SHARE_5866,Files_4444,Files,Debug wandb without logging,Default,3.0,frustration,caution
SHARE_5868,Files_4445,Files,.env Files in Next.js,Default,2.0,frustration,caution
SHARE_5870,Files_4445,Files,API Store Route Structure,Default,1.0,frustration,satisfaction
SHARE_5871,Files_4446,Files,Reverse: Lollipop,Default,12.0,frustration,frustration
SHARE_5873,Files_4448,Files,Code Extraction.,Default,17.0,frustration,satisfaction
SHARE_5875,Files_4450,Files,Go Dev: TUI Tview Specialist,Default,7.0,caution,caution
SHARE_5876,Files_4451,Files,Solidity VRF Consumer Contract,Default,5.0,frustration,satisfaction
SHARE_5877,Files_4452,Files,Programar tarea PHP diaria,Default,1.0,frustration,neutral
SHARE_5878,Files_4453,Files,Web Performance Metrics Explanation,Default,2.0,neutral,satisfaction
SHARE_5886,Files_4458,Files,Accessing Nested Object Properties,Default,1.0,neutral,frustration
SHARE_5887,Files_4459,Files,Svelte Scroll Behavior Explanation,Default,2.0,neutral,satisfaction
SHARE_5890,Files_4461,Files,Error: Ningún Navegador Instalado,Default,10.0,frustration,satisfaction
SHARE_5896,Files_4467,Files,React Query Fetch Hook,Default,1.0,satisfaction,satisfaction
SHARE_5897,Files_4467,Files,AI App Landing Page,Default,9.0,neutral,satisfaction
SHARE_5898,Files_4468,Files,OpenMP and ARM SIMD,Default,6.0,frustration,caution
SHARE_5899,Files_4469,Files,TeachLib,Default,1.0,satisfaction,satisfaction
SHARE_5901,Files_4469,Files,Summarize,Default,1.0,satisfaction,satisfaction
SHARE_5902,Files_4469,Files,Lessonize,Default,1.0,satisfaction,satisfaction
SHARE_5904,Files_4469,Files,CheerMeUp,Default,1.0,satisfaction,satisfaction
SHARE_5907,Files_4469,Files,Explain,Default,1.0,satisfaction,satisfaction
SHARE_5908,Files_4469,Files,Pathlearner,Default,1.0,satisfaction,satisfaction
SHARE_5909,Files_4469,Files,Study,Default,1.0,satisfaction,satisfaction
SHARE_5910,Files_4469,Files,Code Review,Default,1.0,satisfaction,satisfaction
SHARE_5914,Files_4471,Files,Embedding Creation and Storage,Default,3.0,satisfaction,satisfaction
SHARE_5915,Files_4472,Files,ChatGPT_강의_EDA파트,Default,8.0,satisfaction,neutral
SHARE_5930,Files_4476,Files,Hamming Dist. for CF,Default,6.0,frustration,frustration
SHARE_5932,Files_4478,Files,Gitea config,Default,34.0,neutral,satisfaction
SHARE_5933,Files_4479,Files,Deduplicate JSON Data,Default,4.0,frustration,satisfaction
SHARE_5934,Files_4480,Files,Linux Directory Meanings.,Default,1.0,neutral,frustration
SHARE_5936,Files_4482,Files,Devenir Dev Sénior,Default,3.0,neutral,satisfaction
SHARE_5942,Files_4488,Files,Stability of Variance Computation,Default,2.0,caution,caution
SHARE_5943,Files_4489,Files,Optimize Game Shaders and Textures,Default,9.0,frustration,satisfaction
SHARE_5944,Files_4490,Files,Viaje económico desde Santa Marta,Default,1.0,frustration,neutral
SHARE_5945,Files_4490,Files,Plan Viaje Santa Marta,Default,1.0,frustration,neutral
SHARE_5946,Files_4491,Files,Salvare imagine numpy - PIL,Default,45.0,neutral,neutral
SHARE_5949,Files_4494,Files,Employee Data Analysis,Default,8.0,frustration,satisfaction
SHARE_5950,Files_4495,Files,NLP-Based ML Projects.,Default,5.0,satisfaction,satisfaction
SHARE_5951,Files_4495,Files,Smart News Aggregator,Default,7.0,satisfaction,satisfaction
SHARE_5954,Files_4497,Files,Generate MC Questions,Default,2.0,neutral,satisfaction
SHARE_5956,Files_4499,Files,值得勇敢的爱情,Default,3.0,neutral,frustration
SHARE_5957,Files_4499,Files,鼓励孩子写日记,Default,6.0,neutral,frustration
SHARE_5958,Files_4500,Files,Merge Python & Web,Default,30.0,frustration,satisfaction
SHARE_5961,Files_4502,Files,HTML/CSS Education Demo,Default,5.0,satisfaction,satisfaction
SHARE_5962,Files_4503,Files,QR Code Webcam Reader,Default,1.0,satisfaction,caution
SHARE_5963,Files_4504,Files,ChatGBT-Onboarding-Questions-Answers,Default,6.0,neutral,caution
SHARE_5964,Files_4505,Files,Variable Arguments in C.,Default,17.0,frustration,caution
SHARE_5967,Files_4507,Files,Space Adventure Sisters,Default,1.0,satisfaction,satisfaction
SHARE_5968,Files_4507,Files,Cosmic Tale,Default,1.0,satisfaction,satisfaction
SHARE_5969,Files_4507,Files,Bedtime Stories Galore!,Default,1.0,satisfaction,satisfaction
SHARE_5970,Files_4507,Files,Dream Weaver's Magical Journey,Default,1.0,satisfaction,satisfaction
SHARE_5971,Files_4507,Files,Adventurous Hot Chocolate Conversation,Default,1.0,caution,satisfaction
SHARE_5974,Files_4507,Files,Pirates' Lessons Unveiled,Default,1.0,satisfaction,satisfaction
SHARE_5978,Files_4511,Files,JavaScript Deobfuscation Guide,Default,2.0,neutral,frustration
SHARE_5980,Files_4512,Files,Linuxファイル3D冒険,Default,10.0,neutral,frustration
SHARE_5982,Files_4514,Files,学习Rust编程,Default,25.0,neutral,frustration
SHARE_5986,Files_4518,Files,Uncertainty Reduction with Vectoring.,Default,6.0,frustration,satisfaction
SHARE_5987,Files_4518,Files,Sanity Check for Decisions,Default,2.0,caution,caution
SHARE_5990,Files_4518,Files,Vectoring Research Plan Feedback.,Default,2.0,satisfaction,satisfaction
SHARE_5992,Files_4518,Files,Vectoring Plan for Uncertainty.,Default,2.0,satisfaction,satisfaction
SHARE_5998,Files_4524,Files,Dual Camera App Comparison,Default,1.0,satisfaction,neutral
SHARE_6008,Files_4533,Files,Narrativas Digitais Expandidas,Default,2.0,frustration,frustration
SHARE_6014,Files_4536,Files,Extract 2s Video,,10.0,frustration,frustration
SHARE_6021,Files_4540,Files,Create ChatGPT3.5 LangGPT Prompt,,2.0,neutral,frustration
SHARE_6027,Files_4545,Files,Edit Jupyter Notebook.,,1.0,satisfaction,satisfaction
SHARE_6048,Files_4558,Files,X's Tweet Names,,3.0,satisfaction,satisfaction
SHARE_6061,Files_4566,Files,Base 10 to Base 62 Conversion.,,10.0,frustration,satisfaction
SHARE_6216,Files_4654,Files,恢复teslamate备份数据,,2.0,frustration,frustration
SHARE_6234,Files_4670,Files,Heapify: Binary Heap Operations,,4.0,neutral,satisfaction
SHARE_6250,Files_4685,Files,Penjelasan Tentang CSS.,,1.0,neutral,neutral
SHARE_6251,Files_4685,Files,Penjelasan Tentang JS.,,1.0,neutral,neutral
SHARE_6252,Files_4685,Files,Penjelasan Tentang RANGE REQUEST Di HTML,,1.0,neutral,neutral
SHARE_6253,Files_4685,Files,Penjelasan Tentang HTML.,,1.0,neutral,neutral
SHARE_6258,Files_4690,Files,5000年前の暮らし,,26.0,frustration,frustration
SHARE_6259,Files_4690,Files,外国語の習得と同程度に困難なものはあるか？,,14.0,frustration,frustration
SHARE_6260,Files_4690,Files,やがて我々を作り始める,,32.0,frustration,frustration
SHARE_6261,Files_4690,Files,浅き者たち,,13.0,frustration,frustration
SHARE_6262,Files_4690,Files,質の良い選択,,14.0,frustration,frustration
SHARE_6263,Files_4690,Files,意識のハードプロブレム,,20.0,frustration,frustration
SHARE_6264,Files_4690,Files,陽は陰を抱き、陰は陽を抱く,,31.0,frustration,frustration
SHARE_6266,Files_4692,Files,Instalação Go Lang,,1.0,neutral,neutral
SHARE_6269,Files_4695,Files,VBA Macro for CSV,,43.0,frustration,caution
SHARE_6273,Files_4699,Files,Insert Login Form with AJAX,,3.0,frustration,satisfaction
SHARE_6276,Files_4702,Files,React State Management,,8.0,frustration,satisfaction
SHARE_6318,Files_4737,Files,Spring API Request Methods,,5.0,frustration,satisfaction
SHARE_6321,Files_4740,Files,Virtual Persona Chat.,,29.0,frustration,caution
SHARE_6325,Files_4744,Files,File Upload & Console Log,,2.0,caution,satisfaction
SHARE_6333,Files_4752,Files,Train CSV Model - Bash,,9.0,neutral,satisfaction
SHARE_6346,Files_4761,Files,Long Form Data Conversion,,6.0,neutral,satisfaction
SHARE_6352,Files_4767,Files,Python List Order from Set,,4.0,frustration,satisfaction
SHARE_6373,Files_4775,Files,BeautifulSoup使用指南,,26.0,neutral,satisfaction
SHARE_6428,Files_4816,Files,ChatGPT-3.5 LangGPT Helper,,2.0,neutral,satisfaction
SHARE_6440,Files_4827,Files,Swift If/Do Expression,,3.0,frustration,frustration
SHARE_6496,Files_4854,Files,sit320 module three,,47.0,neutral,satisfaction
SHARE_6501,Files_4859,Files,Webpage Speaks Random Integer.,,15.0,neutral,satisfaction
SHARE_6536,Files_4882,Files,Twitter Time Analysis.,,1.0,satisfaction,satisfaction
SHARE_6537,Files_4882,Files,Duration Analysis of Learning,,1.0,satisfaction,satisfaction
SHARE_6567,Files_4906,Files,Text Confidence Predictor.,,16.0,frustration,satisfaction
SHARE_6575,Files_4910,Files,"Fehler bei ""exact"" Attribut",,7.0,neutral,neutral
SHARE_6581,Files_4916,Files,React Sliding Bar,,4.0,neutral,satisfaction
SHARE_6603,Files_4929,Files,Nested Arrow Functions Explanation,,1.0,frustration,satisfaction
SHARE_6607,Files_4932,Files,Kustomize Werte übergeben.,,7.0,neutral,neutral
SHARE_6618,Files_4942,Files,Project Multi-User Support.,,9.0,neutral,satisfaction
SHARE_6619,Files_4943,Files,Build BOGOODSKI.com website,,36.0,neutral,satisfaction
SHARE_6621,Files_4945,Files,Scheduled Blog Publication,,5.0,frustration,satisfaction
SHARE_6628,Files_4951,Files,RISC-V Kernel Disassembly,,22.0,satisfaction,satisfaction
SHARE_6656,Files_4968,Files,Finger Detection & Drawing.,,22.0,frustration,caution
SHARE_6709,Files_5005,Files,Overhaul-UFBAS: TEI to SKOS,,1.0,neutral,satisfaction
SHARE_6710,Files_5006,Files,REME Change & Safety,,3.0,frustration,frustration
SHARE_6714,Files_5010,Files,DrugBAN improves drug prediction.,,6.0,neutral,satisfaction
SHARE_6715,Files_5010,Files,DrugBAN: Deep Drug-Target Prediction,,6.0,neutral,satisfaction
SHARE_6716,Files_5010,Files,NLP Transformer Introduction.,,5.0,neutral,satisfaction
SHARE_6717,Files_5010,Files,Deep Residual Learning (論文のタイトル),,5.0,neutral,frustration
SHARE_6725,Files_5018,Files,Change Menu Icons.,,3.0,neutral,satisfaction
SHARE_6768,Files_5048,Files,Code Help: Efficient Programming,,1.0,satisfaction,satisfaction
SHARE_6770,Files_5050,Files,用sin畫圖,,16.0,neutral,neutral
SHARE_6802,Files_5078,Files,Custom Component for Image,,5.0,frustration,frustration
SHARE_6804,Files_5080,Files,Resize Image to 4K,,1.0,neutral,satisfaction
SHARE_6831,Files_5102,Files,Email Bot Decision Making,,7.0,neutral,caution
SHARE_6837,Files_5107,Files,نقشه اعتبارسنجی JWT,,3.0,neutral,neutral
SHARE_6857,Files_5124,Files,CustomSolutions - Blazor Webpage,,11.0,satisfaction,satisfaction
SHARE_6872,Files_5139,Files,DNA and Genomics Code,,1.0,frustration,satisfaction
SHARE_6873,Files_5139,Files,SuperColleague Plugin Guide,,1.0,satisfaction,satisfaction
SHARE_6891,Files_5150,Files,Find Store Info,,1.0,neutral,frustration
SHARE_6893,Files_5151,Files,JS Function: Minify Code,,7.0,frustration,frustration
SHARE_6894,Files_5152,Files,Snake Game Implementation.,,21.0,frustration,satisfaction
SHARE_6942,Files_5196,Files,Go VPN Proxy Program,,3.0,neutral,satisfaction
SHARE_6979,Files_5227,Files,EDA Analysis of CSV,,17.0,neutral,frustration
SHARE_6988,Files_5232,Files,Pandas Diagramme erstellen,,13.0,neutral,neutral
SHARE_6989,Files_5233,Files,AI Book Generator,,16.0,caution,satisfaction
SHARE_6991,Files_5235,Files,HTML/CSS Education Demo,,5.0,satisfaction,satisfaction
SHARE_6993,Files_5237,Files,Blender Multi-Camera Renderer.,,11.0,frustration,caution
SHARE_6994,Files_5238,Files,Building Webcam Recording App,,5.0,frustration,satisfaction
SHARE_6996,Files_5240,Files,ヒートアップする議論の輝き,,7.0,frustration,frustration
SHARE_6997,Files_5241,Files,get5bitCorner() Helper,,2.0,frustration,satisfaction
SHARE_6999,Files_5243,Files,Improved wandb Sweeps Flow,,1.0,frustration,satisfaction
SHARE_7001,Files_5245,Files,Bias Multiplier Function,,5.0,neutral,satisfaction
SHARE_7002,Files_5246,Files,Cesium 2x4 Board Interaction,,31.0,neutral,caution
SHARE_7008,Files_5252,Files,Imaginary Mind's Deep Insight,,3.0,frustration,satisfaction
SHARE_7009,Files_5253,Files,Scraping Bank Holidays (C++),,20.0,frustration,satisfaction
SHARE_7010,Files_5254,Files,Unleashing Potential,,11.0,frustration,satisfaction
SHARE_7011,Files_5255,Files,API Data Display with UI,,47.0,frustration,caution
SHARE_7013,Files_5257,Files,Deep Unconscious Mind Interactions,,10.0,satisfaction,caution
SHARE_7017,Files_5261,Files,学习Rust编程,,25.0,neutral,frustration
SHARE_7018,Files_5262,Files,Code Extraction.,,17.0,frustration,satisfaction
SHARE_7020,Files_5264,Files,Copy Files with New Names,,3.0,neutral,caution
SHARE_7021,Files_5265,Files,Solidity VRF Consumer Contract,,5.0,frustration,satisfaction
SHARE_7022,Files_5266,Files,Programar tarea PHP diaria,,1.0,frustration,neutral
SHARE_7023,Files_5267,Files,Web Performance Metrics Explanation,,2.0,neutral,satisfaction
SHARE_7024,Files_5268,Files,Go Dev: TUI Tview Specialist,,7.0,caution,caution
SHARE_7025,Files_5269,Files,Uncertainty Reduction with Vectoring.,,6.0,frustration,satisfaction
SHARE_7026,Files_5269,Files,Sanity Check for Decisions,,2.0,caution,caution
SHARE_7028,Files_5269,Files,Vectoring Plan Feedback.,,2.0,satisfaction,satisfaction
SHARE_7030,Files_5269,Files,Vectoring Research Plan Feedback.,,2.0,satisfaction,satisfaction
SHARE_7032,Files_5269,Files,Vectoring Plan for Uncertainty.,,2.0,satisfaction,satisfaction
SHARE_7038,Files_5274,Files,Prompt engineering w/ GPT-4 and later GPT-3.5,,34.0,caution,caution
SHARE_7039,Files_5274,Files,Prompt engineering w/ GPT-4 and Plugins,,3.0,frustration,satisfaction
SHARE_7040,Files_5274,Files,Prompt engineering w/ GPT-3.5,,20.0,frustration,caution
SHARE_7041,Files_5275,Files,Accessing Nested Object Properties,,1.0,neutral,frustration
SHARE_7042,Files_5276,Files,Svelte Scroll Behavior Explanation,,2.0,neutral,satisfaction
SHARE_7044,Files_5277,Files,YouTube Video Summarizer,,1.0,satisfaction,satisfaction
SHARE_7047,Files_5280,Files,Map function explanation.,,4.0,frustration,frustration
SHARE_7052,Files_5285,Files,Python3 エンジニア基礎認定試験プログラム,,7.0,frustration,frustration
SHARE_7055,Files_5288,Files,Variable Arguments in C.,,17.0,frustration,caution
SHARE_7059,Files_5292,Files,Pandora basic demo,,2.0,frustration,neutral
SHARE_7060,Files_5292,Files,Pandora: Installing ffmpeg to resize a video,,2.0,frustration,satisfaction
SHARE_7062,Files_5294,Files,Open-source Time Series Databases,,25.0,satisfaction,satisfaction
SHARE_7063,Files_5295,Files,React Query Fetch Hook,,1.0,satisfaction,satisfaction
SHARE_7064,Files_5295,Files,AI App Landing Page,,9.0,neutral,satisfaction
SHARE_7066,Files_5297,Files,OpenMP and ARM SIMD,,6.0,frustration,caution
SHARE_7067,Files_5298,Files,Quivr Backend with LLM,,5.0,neutral,neutral
SHARE_7069,Files_5299,Files,Mr.Gee 0.1.6,,5.0,neutral,satisfaction
SHARE_7071,Files_5300,Files,Space Adventure Sisters,,1.0,satisfaction,satisfaction
SHARE_7072,Files_5300,Files,Cosmic Tale,,1.0,satisfaction,satisfaction
SHARE_7073,Files_5300,Files,Bedtime Stories Galore!,,1.0,satisfaction,satisfaction
SHARE_7074,Files_5300,Files,Dream Weaver's Magical Journey,,1.0,satisfaction,satisfaction
SHARE_7075,Files_5300,Files,Adventurous Hot Chocolate Conversation,,1.0,caution,satisfaction
SHARE_7078,Files_5300,Files,Pirates' Lessons Unveiled,,1.0,satisfaction,satisfaction
SHARE_7079,Files_5301,Files,Distance: 2.828 units,,2.0,frustration,satisfaction
SHARE_7083,Files_5305,Files,Embedding Creation and Storage,,3.0,satisfaction,satisfaction
SHARE_7084,Files_5306,Files,Text-to-Speech from File,,21.0,neutral,frustration
SHARE_7086,Files_5308,Files,ChatGPT_강의_EDA파트,,8.0,satisfaction,neutral
SHARE_7099,Files_5310,Files,Hamming Dist. for CF,,6.0,frustration,frustration
SHARE_7100,Files_5311,Files,Web Design Services Page.,,5.0,satisfaction,satisfaction
SHARE_7101,Files_5311,Files,Turkish Translation Assistance,,25.0,neutral,neutral
SHARE_7103,Files_5313,Files,Deduplicate JSON Data,,4.0,frustration,caution
SHARE_7104,Files_5314,Files,챗GPT 데이터 사이언스 교육,,3.0,neutral,neutral
SHARE_7106,Files_5316,Files,Gitea config,,34.0,neutral,satisfaction
SHARE_7109,Files_5319,Files,Linux Directory Meanings.,,1.0,neutral,frustration
SHARE_7111,Files_5321,Files,"TypeError: Member ""push"" is not available in uint256[] memory outside of storage.",,4.0,frustration,satisfaction
SHARE_7114,Files_5324,Files,Stability of Variance Computation,,2.0,caution,caution
SHARE_7117,Files_5327,Files,Viaje económico desde Santa Marta,,1.0,frustration,neutral
SHARE_7118,Files_5327,Files,Plan Viaje Santa Marta,,1.0,frustration,neutral
SHARE_7119,Files_5328,Files,Salvare imagine numpy - PIL,,45.0,neutral,neutral
SHARE_7120,Files_5329,Files,Employee Data Analysis,,8.0,frustration,satisfaction
SHARE_7123,Files_5332,Files,NLP-Based ML Projects.,,5.0,satisfaction,satisfaction
SHARE_7124,Files_5332,Files,Smart News Aggregator,,7.0,satisfaction,satisfaction
SHARE_7127,Files_5334,Files,Generate MC Questions,,2.0,neutral,neutral
SHARE_7129,Files_5336,Files,值得勇敢的爱情,,3.0,neutral,frustration
SHARE_7130,Files_5336,Files,鼓励孩子写日记,,6.0,neutral,frustration
SHARE_7131,Files_5337,Files,DNA and Genomics Code,,1.0,frustration,satisfaction
SHARE_7132,Files_5337,Files,SuperColleague Plugin Guide,,1.0,satisfaction,satisfaction
SHARE_7134,Files_5338,Files,ChatGBT-Onboarding-Questions-Answers,,6.0,neutral,caution
SHARE_7136,Files_5340,Files,Software Test Paragraph,,3.0,satisfaction,satisfaction
SHARE_7138,Files_5342,Files,JavaScript Deobfuscation Guide,,2.0,neutral,frustration
SHARE_7141,Files_5344,Files,Engineering Help from ChatGPT,,1.0,frustration,frustration
SHARE_7142,Files_5345,Files,.env Files in Next.js,,2.0,frustration,caution
SHARE_7144,Files_5345,Files,API Store Route Structure,,1.0,frustration,satisfaction
SHARE_7145,Files_5346,Files,Devenir Dev Sénior,,3.0,neutral,satisfaction
SHARE_7146,Files_5347,Files,Clone GitHub to External,,1.0,neutral,satisfaction
SHARE_7147,Files_5348,Files,Dual Camera App Comparison,,1.0,satisfaction,neutral
SHARE_7150,Files_5350,Files,Arabic to Roman Converter.,,16.0,frustration,satisfaction
SHARE_7152,Files_5352,Files,EDI 856: Advance Ship Notice,,1.0,neutral,satisfaction
SHARE_7156,Files_5355,Files,Error: Ningún Navegador Instalado,,10.0,frustration,satisfaction
SHARE_7157,Files_5356,Files,CSV Table Generator,,14.0,neutral,neutral
SHARE_7162,Files_5360,Files,Narrativas Digitais Expandidas,,2.0,frustration,neutral
SHARE_7165,Files_5363,Files,Rust Party Invites Manager,,36.0,frustration,frustration
SHARE_7170,Files_5366,Files,Swift CI/CD with YAML,Default,2.0,neutral,neutral
SHARE_7172,Files_5366,Files,MVVM ViewModel Content,Default,6.0,neutral,frustration
SHARE_7174,Files_5366,Files,iOS Push Notifications Handling,Default,2.0,neutral,frustration
SHARE_7175,Files_5366,Files,Subject Differences: Passthrough vs. CurrentValue,Default,2.0,neutral,frustration
SHARE_7176,Files_5366,Files,iOS Debugging Crash Issues,Default,2.0,neutral,neutral
SHARE_7177,Files_5366,Files,异步请求使用async/await,Default,1.0,frustration,frustration
SHARE_7178,Files_5366,Files,Swift Package Manager,Default,2.0,frustration,frustration
SHARE_7179,Files_5366,Files,SwiftUI Programming Challenge: Interactive Post Viewer,Default,14.0,frustration,frustration
SHARE_7180,Files_5366,Files,Reactive Programming with RxSwift,Default,4.0,neutral,frustration
